SymbolName	Axes.M2K4 rY.ActPos	SymbolName	Axes.M2K4 rY.SetPos	SymbolName	Axes.M2K4 rY.PosDiff	SymbolName	Axes.M3K4 rX.ActPos	SymbolName	Axes.M3K4 rX.SetPos	SymbolName	Axes.M3K4 rX.PosDiff
NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1
Port	501	Port	501	Port	501	Port	501	Port	501	Port	501
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0


7800	14396,64153600001	7800	14396,620144000015	7800	0	7800	-11786,255756000013	7800	-11786,229986000006	7800	0
7802	14396,588056000008	7802	14396,620144000015	7802	0	7802	-11786,211947000003	7802	-11786,229986000006	7802	0
7804	14396,604100000026	7804	14396,620144000015	7804	0	7804	-11786,245448000002	7804	-11786,229986000006	7804	0
7806	14396,609448000032	7806	14396,620144000015	7806	0	7806	-11786,227409000014	7806	-11786,229986000006	7806	0
7808	14396,529228000029	7808	14396,620144000015	7808	0	7808	-11786,222255	7808	-11786,229986000006	7808	0
7810	14396,550620000024	7810	14396,620144000015	7810	0	7810	-11786,227409000014	7810	-11786,229986000006	7810	0
7812	14396,539924000012	7812	14396,620144000015	7812	0	7812	-11786,229986000006	7812	-11786,229986000006	7812	0
7814	14396,51318400001	7814	14396,620144000015	7814	0	7814	-11786,224832000007	7814	-11786,229986000006	7814	0
7816	14396,55596800003	7816	14396,620144000015	7816	0	7816	-11786,240294000003	7816	-11786,229986000006	7816	0
7818	14396,534576000006	7818	14396,620144000015	7818	0	7818	-11786,229986000006	7818	-11786,229986000006	7818	0
7820	14396,566664000013	7820	14396,620144000015	7820	0	7820	-11786,24287100001	7820	-11786,229986000006	7820	0
7822	14396,59875200002	7822	14396,620144000015	7822	0	7822	-11786,245448000002	7822	-11786,229986000006	7822	0
7824	14396,604100000026	7824	14396,620144000015	7824	0	7824	-11786,217101000002	7824	-11786,229986000006	7824	0
7826	14396,588056000008	7826	14396,620144000015	7826	0	7826	-11786,24287100001	7826	-11786,229986000006	7826	0
7828	14396,588056000008	7828	14396,620144000015	7828	0	7828	-11786,26606400001	7828	-11786,229986000006	7828	0
7830	14396,620144000015	7830	14396,620144000015	7830	0	7830	-11786,229986000006	7830	-11786,229986000006	7830	0
7832	14396,652232000022	7832	14396,620144000015	7832	0	7832	-11786,24287100001	7832	-11786,229986000006	7832	0
7834	14396,625492000021	7834	14396,620144000015	7834	0	7834	-11786,222255	7834	-11786,229986000006	7834	0
7836	14396,614796000009	7836	14396,620144000015	7836	0	7836	-11786,258333000005	7836	-11786,229986000006	7836	0
7838	14396,604100000026	7838	14396,620144000015	7838	0	7838	-11786,248025000008	7838	-11786,229986000006	7838	0
7840	14396,577360000025	7840	14396,620144000015	7840	0	7840	-11786,224832000007	7840	-11786,229986000006	7840	0
7842	14396,604100000026	7842	14396,620144000015	7842	0	7842	-11786,240294000003	7842	-11786,229986000006	7842	0
7844	14396,620144000015	7844	14396,620144000015	7844	0	7844	-11786,224832000007	7844	-11786,229986000006	7844	0
7846	14396,561316000007	7846	14396,620144000015	7846	0	7846	-11786,232563000012	7846	-11786,229986000006	7846	0
7848	14396,534576000006	7848	14396,620144000015	7848	0	7848	-11786,235140000004	7848	-11786,229986000006	7848	0
7850	14396,572012000019	7850	14396,620144000015	7850	0	7850	-11786,263487000004	7850	-11786,229986000006	7850	0
7852	14396,588056000008	7852	14396,620144000015	7852	0	7852	-11786,248025000008	7852	-11786,229986000006	7852	0
7854	14396,604100000026	7854	14396,620144000015	7854	0	7854	-11786,224832000007	7854	-11786,229986000006	7854	0
7856	14396,678972000023	7856	14396,620144000015	7856	0	7856	-11786,237717000011	7856	-11786,229986000006	7856	0
7858	14396,662928000005	7858	14396,620144000015	7858	0	7858	-11786,222255	7858	-11786,229986000006	7858	0
7860	14396,604100000026	7860	14396,620144000015	7860	0	7860	-11786,263487000004	7860	-11786,229986000006	7860	0
7862	14396,545272000018	7862	14396,620144000015	7862	0	7862	-11786,229986000006	7862	-11786,229986000006	7862	0
7864	14396,59875200002	7864	14396,620144000015	7864	0	7864	-11786,232563000012	7864	-11786,229986000006	7864	0
7866	14396,614796000009	7866	14396,620144000015	7866	0	7866	-11786,271218000009	7866	-11786,229986000006	7866	0
7868	14396,588056000008	7868	14396,620144000015	7868	0	7868	-11786,253179000007	7868	-11786,229986000006	7868	0
7870	14396,588056000008	7870	14396,620144000015	7870	0	7870	-11786,235140000004	7870	-11786,229986000006	7870	0
7872	14396,614796000009	7872	14396,620144000015	7872	0	7872	-11786,211947000003	7872	-11786,229986000006	7872	0
7874	14396,588056000008	7874	14396,620144000015	7874	0	7874	-11786,250602	7874	-11786,229986000006	7874	0
7876	14396,582708000031	7876	14396,620144000015	7876	0	7876	-11786,232563000012	7876	-11786,229986000006	7876	0
7878	14396,572012000019	7878	14396,620144000015	7878	0	7878	-11786,24287100001	7878	-11786,229986000006	7878	0
7880	14396,523880000023	7880	14396,620144000015	7880	0	7880	-11786,232563000012	7880	-11786,229986000006	7880	0
7882	14396,507836000004	7882	14396,620144000015	7882	0	7882	-11786,281526000006	7882	-11786,229986000006	7882	0
7884	14396,507836000004	7884	14396,620144000015	7884	0	7884	-11786,240294000003	7884	-11786,229986000006	7884	0
7886	14396,588056000008	7886	14396,620144000015	7886	0	7886	-11786,250602	7886	-11786,229986000006	7886	0
7888	14396,539924000012	7888	14396,620144000015	7888	0	7888	-11786,237717000011	7888	-11786,229986000006	7888	0
7890	14396,539924000012	7890	14396,620144000015	7890	0	7890	-11786,232563000012	7890	-11786,229986000006	7890	0
7892	14396,534576000006	7892	14396,620144000015	7892	0	7892	-11786,24287100001	7892	-11786,229986000006	7892	0
7894	14396,518532000016	7894	14396,620144000015	7894	0	7894	-11786,258333000005	7894	-11786,229986000006	7894	0
7896	14396,566664000013	7896	14396,620144000015	7896	0	7896	-11786,273795000001	7896	-11786,229986000006	7896	0
7898	14396,572012000019	7898	14396,620144000015	7898	0	7898	-11786,235140000004	7898	-11786,229986000006	7898	0
7900	14396,55596800003	7900	14396,620144000015	7900	0	7900	-11786,278949	7900	-11786,229986000006	7900	0
7902	14396,550620000024	7902	14396,620144000015	7902	0	7902	-11786,227409000014	7902	-11786,229986000006	7902	0
7904	14396,609448000032	7904	14396,620144000015	7904	0	7904	-11786,253179000007	7904	-11786,229986000006	7904	0
7906	14396,545272000018	7906	14396,620144000015	7906	0	7906	-11786,227409000014	7906	-11786,229986000006	7906	0
7908	14396,625492000021	7908	14396,620144000015	7908	0	7908	-11786,229986000006	7908	-11786,229986000006	7908	0
7910	14396,481096000032	7910	14396,620144000015	7910	0	7910	-11786,268641000002	7910	-11786,229986000006	7910	0
7912	14396,604100000026	7912	14396,620144000015	7912	0	7912	-11786,24287100001	7912	-11786,229986000006	7912	0
7914	14396,572012000019	7914	14396,620144000015	7914	0	7914	-11786,253179000007	7914	-11786,229986000006	7914	0
7916	14396,593404000014	7916	14396,620144000015	7916	0	7916	-11786,224832000007	7916	-11786,229986000006	7916	0
7918	14396,497140000021	7918	14396,620144000015	7918	0	7918	-11786,219678000009	7918	-11786,229986000006	7918	0
7920	14396,630840000027	7920	14396,620144000015	7920	0	7920	-11786,255756000013	7920	-11786,229986000006	7920	0
7922	14396,582708000031	7922	14396,620144000015	7922	0	7922	-11786,245448000002	7922	-11786,229986000006	7922	0
7924	14396,614796000009	7924	14396,620144000015	7924	0	7924	-11786,21452400001	7924	-11786,229986000006	7924	0
7926	14396,566664000013	7926	14396,620144000015	7926	0	7926	-11786,250602	7926	-11786,229986000006	7926	0
7928	14396,662928000005	7928	14396,620144000015	7928	0	7928	-11786,232563000012	7928	-11786,229986000006	7928	0
7930	14396,588056000008	7930	14396,620144000015	7930	0	7930	-11786,26606400001	7930	-11786,229986000006	7930	0
7932	14396,545272000018	7932	14396,620144000015	7932	0	7932	-11786,26606400001	7932	-11786,229986000006	7932	0
7934	14396,614796000009	7934	14396,620144000015	7934	0	7934	-11786,248025000008	7934	-11786,229986000006	7934	0
7936	14396,593404000014	7936	14396,620144000015	7936	0	7936	-11786,201639000006	7936	-11786,229986000006	7936	0
7938	14396,652232000022	7938	14396,620144000015	7938	0	7938	-11786,253179000007	7938	-11786,229986000006	7938	0
7940	14396,614796000009	7940	14396,620144000015	7940	0	7940	-11786,24287100001	7940	-11786,229986000006	7940	0
7942	14396,550620000024	7942	14396,620144000015	7942	0	7942	-11786,211947000003	7942	-11786,229986000006	7942	0
7944	14396,550620000024	7944	14396,620144000015	7944	0	7944	-11786,248025000008	7944	-11786,229986000006	7944	0
7946	14396,593404000014	7946	14396,620144000015	7946	0	7946	-11786,24287100001	7946	-11786,229986000006	7946	0
7948	14396,630840000027	7948	14396,620144000015	7948	0	7948	-11786,245448000002	7948	-11786,229986000006	7948	0
7950	14396,646884000016	7950	14396,620144000015	7950	0	7950	-11786,26606400001	7950	-11786,229986000006	7950	0
7952	14396,561316000007	7952	14396,620144000015	7952	0	7952	-11786,24287100001	7952	-11786,229986000006	7952	0
7954	14396,55596800003	7954	14396,620144000015	7954	0	7954	-11786,204216000013	7954	-11786,229986000006	7954	0
7956	14396,620144000015	7956	14396,620144000015	7956	0	7956	-11786,201639000006	7956	-11786,229986000006	7956	0
7958	14396,561316000007	7958	14396,620144000015	7958	0	7958	-11786,237717000011	7958	-11786,229986000006	7958	0
7960	14396,630840000027	7960	14396,620144000015	7960	0	7960	-11786,235140000004	7960	-11786,229986000006	7960	0
7962	14396,64153600001	7962	14396,620144000015	7962	0	7962	-11786,271218000009	7962	-11786,229986000006	7962	0
7964	14396,604100000026	7964	14396,620144000015	7964	0	7964	-11786,258333000005	7964	-11786,229986000006	7964	0
7966	14396,582708000031	7966	14396,620144000015	7966	0	7966	-11786,222255	7966	-11786,229986000006	7966	0
7968	14396,604100000026	7968	14396,620144000015	7968	0	7968	-11786,245448000002	7968	-11786,229986000006	7968	0
7970	14396,523880000023	7970	14396,620144000015	7970	0	7970	-11786,245448000002	7970	-11786,229986000006	7970	0
7972	14396,59875200002	7972	14396,620144000015	7972	0	7972	-11786,253179000007	7972	-11786,229986000006	7972	0
7974	14396,646884000016	7974	14396,620144000015	7974	0	7974	-11786,227409000014	7974	-11786,229986000006	7974	0
7976	14396,523880000023	7976	14396,620144000015	7976	0	7976	-11786,24287100001	7976	-11786,229986000006	7976	0
7978	14396,42761600003	7978	14396,620144000015	7978	0	7978	-11786,263487000004	7978	-11786,229986000006	7978	0
7980	14396,582708000031	7980	14396,620144000015	7980	0	7980	-11786,240294000003	7980	-11786,229986000006	7980	0
7982	14396,572012000019	7982	14396,620144000015	7982	0	7982	-11786,24287100001	7982	-11786,229986000006	7982	0
7984	14396,588056000008	7984	14396,620144000015	7984	0	7984	-11786,245448000002	7984	-11786,229986000006	7984	0
7986	14396,534576000006	7986	14396,620144000015	7986	0	7986	-11786,224832000007	7986	-11786,229986000006	7986	0
7988	14396,630840000027	7988	14396,620144000015	7988	0	7988	-11786,245448000002	7988	-11786,229986000006	7988	0
7990	14396,566664000013	7990	14396,620144000015	7990	0	7990	-11786,258333000005	7990	-11786,229986000006	7990	0
7992	14396,604100000026	7992	14396,620144000015	7992	0	7992	-11786,248025000008	7992	-11786,229986000006	7992	0
7994	14396,55596800003	7994	14396,620144000015	7994	0	7994	-11786,245448000002	7994	-11786,229986000006	7994	0
7996	14396,561316000007	7996	14396,620144000015	7996	0	7996	-11786,263487000004	7996	-11786,229986000006	7996	0
7998	14396,593404000014	7998	14396,620144000015	7998	0	7998	-11786,24287100001	7998	-11786,229986000006	7998	0
8000	14396,604100000026	8000	14396,620144000015	8000	0	8000	-11786,24287100001	8000	-11786,229986000006	8000	0
8002	14396,572012000019	8002	14396,620144000015	8002	0	8002	-11786,250602	8002	-11786,229986000006	8002	0
8004	14396,545272000018	8004	14396,620144000015	8004	0	8004	-11786,263487000004	8004	-11786,229986000006	8004	0
8006	14396,588056000008	8006	14396,620144000015	8006	0	8006	-11786,250602	8006	-11786,229986000006	8006	0
8008	14396,566664000013	8008	14396,620144000015	8008	0	8008	-11786,21452400001	8008	-11786,229986000006	8008	0
8010	14396,609448000032	8010	14396,620144000015	8010	0	8010	-11786,24287100001	8010	-11786,229986000006	8010	0
8012	14396,577360000025	8012	14396,620144000015	8012	0	8012	-11786,222255	8012	-11786,229986000006	8012	0
8014	14396,481096000032	8014	14396,620144000015	8014	0	8014	-11786,237717000011	8014	-11786,229986000006	8014	0
8016	14396,545272000018	8016	14396,620144000015	8016	0	8016	-11786,253179000007	8016	-11786,229986000006	8016	0
8018	14396,588056000008	8018	14396,620144000015	8018	0	8018	-11786,255756000013	8018	-11786,229986000006	8018	0
8020	14396,582708000031	8020	14396,620144000015	8020	0	8020	-11786,255756000013	8020	-11786,229986000006	8020	0
8022	14396,523880000023	8022	14396,620144000015	8022	0	8022	-11786,199062	8022	-11786,229986000006	8022	0
8024	14396,620144000015	8024	14396,620144000015	8024	0	8024	-11786,248025000008	8024	-11786,229986000006	8024	0
8026	14396,609448000032	8026	14396,620144000015	8026	0	8026	-11786,24287100001	8026	-11786,229986000006	8026	0
8028	14396,572012000019	8028	14396,620144000015	8028	0	8028	-11786,263487000004	8028	-11786,229986000006	8028	0
8030	14396,572012000019	8030	14396,620144000015	8030	0	8030	-11786,24287100001	8030	-11786,229986000006	8030	0
8032	14396,668276000011	8032	14396,620144000015	8032	0	8032	-11786,240294000003	8032	-11786,229986000006	8032	0
8034	14396,55596800003	8034	14396,620144000015	8034	0	8034	-11786,240294000003	8034	-11786,229986000006	8034	0
8036	14396,582708000031	8036	14396,620144000015	8036	0	8036	-11786,224832000007	8036	-11786,229986000006	8036	0
8038	14396,534576000006	8038	14396,620144000015	8038	0	8038	-11786,224832000007	8038	-11786,229986000006	8038	0
8040	14396,545272000018	8040	14396,620144000015	8040	0	8040	-11786,232563000012	8040	-11786,229986000006	8040	0
8042	14396,657580000028	8042	14396,620144000015	8042	0	8042	-11786,248025000008	8042	-11786,229986000006	8042	0
8044	14396,529228000029	8044	14396,620144000015	8044	0	8044	-11786,248025000008	8044	-11786,229986000006	8044	0
8046	14396,593404000014	8046	14396,620144000015	8046	0	8046	-11786,227409000014	8046	-11786,229986000006	8046	0
8048	14396,662928000005	8048	14396,620144000015	8048	0	8048	-11786,245448000002	8048	-11786,229986000006	8048	0
8050	14396,673624000017	8050	14396,620144000015	8050	0	8050	-11786,24287100001	8050	-11786,229986000006	8050	0
8052	14396,534576000006	8052	14396,620144000015	8052	0	8052	-11786,250602	8052	-11786,229986000006	8052	0
8054	14396,662928000005	8054	14396,620144000015	8054	0	8054	-11786,219678000009	8054	-11786,229986000006	8054	0
8056	14396,593404000014	8056	14396,620144000015	8056	0	8056	-11786,24287100001	8056	-11786,229986000006	8056	0
8058	14396,561316000007	8058	14396,620144000015	8058	0	8058	-11786,24287100001	8058	-11786,229986000006	8058	0
8060	14396,523880000023	8060	14396,620144000015	8060	0	8060	-11786,24287100001	8060	-11786,229986000006	8060	0
8062	14396,572012000019	8062	14396,620144000015	8062	0	8062	-11786,232563000012	8062	-11786,229986000006	8062	0
8064	14396,561316000007	8064	14396,620144000015	8064	0	8064	-11786,258333000005	8064	-11786,229986000006	8064	0
8066	14396,588056000008	8066	14396,620144000015	8066	0	8066	-11786,227409000014	8066	-11786,229986000006	8066	0
8068	14396,550620000024	8068	14396,620144000015	8068	0	8068	-11786,237717000011	8068	-11786,229986000006	8068	0
8070	14396,620144000015	8070	14396,620144000015	8070	0	8070	-11786,271218000009	8070	-11786,229986000006	8070	0
8072	14396,502488000027	8072	14396,620144000015	8072	0	8072	-11786,245448000002	8072	-11786,229986000006	8072	0
8074	14396,620144000015	8074	14396,620144000015	8074	0	8074	-11786,245448000002	8074	-11786,229986000006	8074	0
8076	14396,609448000032	8076	14396,620144000015	8076	0	8076	-11786,232563000012	8076	-11786,229986000006	8076	0
8078	14396,534576000006	8078	14396,620144000015	8078	0	8078	-11786,248025000008	8078	-11786,229986000006	8078	0
8080	14396,59875200002	8080	14396,620144000015	8080	0	8080	-11786,253179000007	8080	-11786,229986000006	8080	0
8082	14396,577360000025	8082	14396,620144000015	8082	0	8082	-11786,235140000004	8082	-11786,229986000006	8082	0
8084	14396,614796000009	8084	14396,620144000015	8084	0	8084	-11786,237717000011	8084	-11786,229986000006	8084	0
8086	14396,534576000006	8086	14396,620144000015	8086	0	8086	-11786,255756000013	8086	-11786,229986000006	8086	0
8088	14396,566664000013	8088	14396,620144000015	8088	0	8088	-11786,248025000008	8088	-11786,229986000006	8088	0
8090	14396,668276000011	8090	14396,620144000015	8090	0	8090	-11786,232563000012	8090	-11786,229986000006	8090	0
8092	14396,625492000021	8092	14396,620144000015	8092	0	8092	-11786,232563000012	8092	-11786,229986000006	8092	0
8094	14396,545272000018	8094	14396,620144000015	8094	0	8094	-11786,232563000012	8094	-11786,229986000006	8094	0
8096	14396,518532000016	8096	14396,620144000015	8096	0	8096	-11786,250602	8096	-11786,229986000006	8096	0
8098	14396,588056000008	8098	14396,620144000015	8098	0	8098	-11786,258333000005	8098	-11786,229986000006	8098	0
8100	14396,743148000009	8100	14396,620144000015	8100	0	8100	-11786,245448000002	8100	-11786,229986000006	8100	0
8102	14396,550620000024	8102	14396,620144000015	8102	0	8102	-11786,237717000011	8102	-11786,229986000006	8102	0
8104	14396,668276000011	8104	14396,620144000015	8104	0	8104	-11786,237717000011	8104	-11786,229986000006	8104	0
8106	14396,662928000005	8106	14396,620144000015	8106	0	8106	-11786,240294000003	8106	-11786,229986000006	8106	0
8108	14396,625492000021	8108	14396,620144000015	8108	0	8108	-11786,271218000009	8108	-11786,229986000006	8108	0
8110	14396,572012000019	8110	14396,620144000015	8110	0	8110	-11786,271218000009	8110	-11786,229986000006	8110	0
8112	14396,604100000026	8112	14396,620144000015	8112	0	8112	-11786,248025000008	8112	-11786,229986000006	8112	0
8114	14396,523880000023	8114	14396,620144000015	8114	0	8114	-11786,24287100001	8114	-11786,229986000006	8114	0
8116	14396,620144000015	8116	14396,620144000015	8116	0	8116	-11786,224832000007	8116	-11786,229986000006	8116	0
8118	14396,449008000025	8118	14396,620144000015	8118	0	8118	-11786,248025000008	8118	-11786,229986000006	8118	0
8120	14396,625492000021	8120	14396,620144000015	8120	0	8120	-11786,248025000008	8120	-11786,229986000006	8120	0
8122	14396,604100000026	8122	14396,620144000015	8122	0	8122	-11786,245448000002	8122	-11786,229986000006	8122	0
8124	14396,454356000031	8124	14396,620144000015	8124	0	8124	-11786,258333000005	8124	-11786,229986000006	8124	0
8126	14396,566664000013	8126	14396,620144000015	8126	0	8126	-11786,219678000009	8126	-11786,229986000006	8126	0
8128	14396,545272000018	8128	14396,620144000015	8128	0	8128	-11786,26606400001	8128	-11786,229986000006	8128	0
8130	14396,534576000006	8130	14396,620144000015	8130	0	8130	-11786,271218000009	8130	-11786,229986000006	8130	0
8132	14396,625492000021	8132	14396,620144000015	8132	0	8132	-11786,245448000002	8132	-11786,229986000006	8132	0
8134	14396,572012000019	8134	14396,620144000015	8134	0	8134	-11786,255756000013	8134	-11786,229986000006	8134	0
8136	14396,614796000009	8136	14396,620144000015	8136	0	8136	-11786,255756000013	8136	-11786,229986000006	8136	0
8138	14396,630840000027	8138	14396,620144000015	8138	0	8138	-11786,248025000008	8138	-11786,229986000006	8138	0
8140	14396,593404000014	8140	14396,620144000015	8140	0	8140	-11786,229986000006	8140	-11786,229986000006	8140	0
8142	14396,630840000027	8142	14396,620144000015	8142	0	8142	-11786,209370000011	8142	-11786,229986000006	8142	0
8144	14396,609448000032	8144	14396,620144000015	8144	0	8144	-11786,253179000007	8144	-11786,229986000006	8144	0
8146	14396,582708000031	8146	14396,620144000015	8146	0	8146	-11786,263487000004	8146	-11786,229986000006	8146	0
8148	14396,518532000016	8148	14396,620144000015	8148	0	8148	-11786,224832000007	8148	-11786,229986000006	8148	0
8150	14396,566664000013	8150	14396,620144000015	8150	0	8150	-11786,229986000006	8150	-11786,229986000006	8150	0
8152	14396,572012000019	8152	14396,620144000015	8152	0	8152	-11786,273795000001	8152	-11786,229986000006	8152	0
8154	14396,481096000032	8154	14396,620144000015	8154	0	8154	-11786,248025000008	8154	-11786,229986000006	8154	0
8156	14396,625492000021	8156	14396,620144000015	8156	0	8156	-11786,248025000008	8156	-11786,229986000006	8156	0
8158	14396,64153600001	8158	14396,620144000015	8158	0	8158	-11786,237717000011	8158	-11786,229986000006	8158	0
8160	14396,518532000016	8160	14396,620144000015	8160	0	8160	-11786,235140000004	8160	-11786,229986000006	8160	0
8162	14396,652232000022	8162	14396,620144000015	8162	0	8162	-11786,253179000007	8162	-11786,229986000006	8162	0
8164	14396,593404000014	8164	14396,620144000015	8164	0	8164	-11786,260910000012	8164	-11786,229986000006	8164	0
8166	14396,561316000007	8166	14396,620144000015	8166	0	8166	-11786,273795000001	8166	-11786,229986000006	8166	0
8168	14396,668276000011	8168	14396,620144000015	8168	0	8168	-11786,260910000012	8168	-11786,229986000006	8168	0
8170	14396,481096000032	8170	14396,620144000015	8170	0	8170	-11786,248025000008	8170	-11786,229986000006	8170	0
8172	14396,491792000015	8172	14396,620144000015	8172	0	8172	-11786,263487000004	8172	-11786,229986000006	8172	0
8174	14396,630840000027	8174	14396,620144000015	8174	0	8174	-11786,263487000004	8174	-11786,229986000006	8174	0
8176	14396,625492000021	8176	14396,620144000015	8176	0	8176	-11786,229986000006	8176	-11786,229986000006	8176	0
8178	14396,55596800003	8178	14396,620144000015	8178	0	8178	-11786,253179000007	8178	-11786,229986000006	8178	0
8180	14396,507836000004	8180	14396,620144000015	8180	0	8180	-11786,253179000007	8180	-11786,229986000006	8180	0
8182	14396,561316000007	8182	14396,620144000015	8182	0	8182	-11786,232563000012	8182	-11786,229986000006	8182	0
8184	14396,459704000008	8184	14396,620144000015	8184	0	8184	-11786,248025000008	8184	-11786,229986000006	8184	0
8186	14396,695016000012	8186	14396,620144000015	8186	0	8186	-11786,255756000013	8186	-11786,229986000006	8186	0
8188	14396,625492000021	8188	14396,620144000015	8188	0	8188	-11786,258333000005	8188	-11786,229986000006	8188	0
8190	14396,604100000026	8190	14396,620144000015	8190	0	8190	-11786,258333000005	8190	-11786,229986000006	8190	0
8192	14396,572012000019	8192	14396,620144000015	8192	0	8192	-11786,26606400001	8192	-11786,229986000006	8192	0
8194	14396,678972000023	8194	14396,620144000015	8194	0	8194	-11786,253179000007	8194	-11786,229986000006	8194	0
8196	14396,561316000007	8196	14396,620144000015	8196	0	8196	-11786,24287100001	8196	-11786,229986000006	8196	0
8198	14396,59875200002	8198	14396,620144000015	8198	0	8198	-11786,245448000002	8198	-11786,229986000006	8198	0
8200	14396,545272000018	8200	14396,620144000015	8200	0	8200	-11786,232563000012	8200	-11786,229986000006	8200	0
8202	14396,604100000026	8202	14396,620144000015	8202	0	8202	-11786,278949	8202	-11786,229986000006	8202	0
8204	14396,529228000029	8204	14396,620144000015	8204	0	8204	-11786,211947000003	8204	-11786,229986000006	8204	0
8206	14396,518532000016	8206	14396,620144000015	8206	0	8206	-11786,237717000011	8206	-11786,229986000006	8206	0
8208	14396,572012000019	8208	14396,620144000015	8208	0	8208	-11786,206793000005	8208	-11786,229986000006	8208	0
8210	14396,625492000021	8210	14396,620144000015	8210	0	8210	-11786,211947000003	8210	-11786,229986000006	8210	0
8212	14396,604100000026	8212	14396,620144000015	8212	0	8212	-11786,224832000007	8212	-11786,229986000006	8212	0
8214	14396,55596800003	8214	14396,620144000015	8214	0	8214	-11786,199062	8214	-11786,229986000006	8214	0
8216	14396,577360000025	8216	14396,620144000015	8216	0	8216	-11786,232563000012	8216	-11786,229986000006	8216	0
8218	14396,64153600001	8218	14396,620144000015	8218	0	8218	-11786,235140000004	8218	-11786,229986000006	8218	0
8220	14396,630840000027	8220	14396,620144000015	8220	0	8220	-11786,222255	8220	-11786,229986000006	8220	0
8222	14396,550620000024	8222	14396,620144000015	8222	0	8222	-11786,263487000004	8222	-11786,229986000006	8222	0
8224	14396,561316000007	8224	14396,620144000015	8224	0	8224	-11786,222255	8224	-11786,229986000006	8224	0
8226	14396,625492000021	8226	14396,620144000015	8226	0	8226	-11786,24287100001	8226	-11786,229986000006	8226	0
8228	14396,59875200002	8228	14396,620144000015	8228	0	8228	-11786,24287100001	8228	-11786,229986000006	8228	0
8230	14396,55596800003	8230	14396,620144000015	8230	0	8230	-11786,286680000005	8230	-11786,229986000006	8230	0
8232	14396,625492000021	8232	14396,620144000015	8232	0	8232	-11786,237717000011	8232	-11786,229986000006	8232	0
8234	14396,657580000028	8234	14396,620144000015	8234	0	8234	-11786,222255	8234	-11786,229986000006	8234	0
8236	14396,572012000019	8236	14396,620144000015	8236	0	8236	-11786,248025000008	8236	-11786,229986000006	8236	0
8238	14396,561316000007	8238	14396,620144000015	8238	0	8238	-11786,222255	8238	-11786,229986000006	8238	0
8240	14396,518532000016	8240	14396,620144000015	8240	0	8240	-11786,248025000008	8240	-11786,229986000006	8240	0
8242	14396,534576000006	8242	14396,620144000015	8242	0	8242	-11786,24287100001	8242	-11786,229986000006	8242	0
8244	14396,545272000018	8244	14396,620144000015	8244	0	8244	-11786,248025000008	8244	-11786,229986000006	8244	0
8246	14396,604100000026	8246	14396,620144000015	8246	0	8246	-11786,250602	8246	-11786,229986000006	8246	0
8248	14396,572012000019	8248	14396,620144000015	8248	0	8248	-11786,255756000013	8248	-11786,229986000006	8248	0
8250	14396,561316000007	8250	14396,620144000015	8250	0	8250	-11786,248025000008	8250	-11786,229986000006	8250	0
8252	14396,662928000005	8252	14396,620144000015	8252	0	8252	-11786,263487000004	8252	-11786,229986000006	8252	0
8254	14396,625492000021	8254	14396,620144000015	8254	0	8254	-11786,240294000003	8254	-11786,229986000006	8254	0
8256	14396,59875200002	8256	14396,620144000015	8256	0	8256	-11786,276372000008	8256	-11786,229986000006	8256	0
8258	14396,491792000015	8258	14396,620144000015	8258	0	8258	-11786,255756000013	8258	-11786,229986000006	8258	0
8260	14396,566664000013	8260	14396,620144000015	8260	0	8260	-11786,237717000011	8260	-11786,229986000006	8260	0
8262	14396,609448000032	8262	14396,620144000015	8262	0	8262	-11786,258333000005	8262	-11786,229986000006	8262	0
8264	14396,625492000021	8264	14396,620144000015	8264	0	8264	-11786,227409000014	8264	-11786,229986000006	8264	0
8266	14396,588056000008	8266	14396,620144000015	8266	0	8266	-11786,255756000013	8266	-11786,229986000006	8266	0
8268	14396,539924000012	8268	14396,620144000015	8268	0	8268	-11786,237717000011	8268	-11786,229986000006	8268	0
8270	14396,550620000024	8270	14396,620144000015	8270	0	8270	-11786,224832000007	8270	-11786,229986000006	8270	0
8272	14396,561316000007	8272	14396,620144000015	8272	0	8272	-11786,263487000004	8272	-11786,229986000006	8272	0
8274	14396,51318400001	8274	14396,620144000015	8274	0	8274	-11786,211947000003	8274	-11786,229986000006	8274	0
8276	14396,625492000021	8276	14396,620144000015	8276	0	8276	-11786,237717000011	8276	-11786,229986000006	8276	0
