Name	ActPos(2)	Name	SetPos(2)	Name	PosDiff(2)	Name	ActPos(5)	Name	SetPos(5)	Name	PosDiff(5)
SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	
Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64
SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2
VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16643	IndexGroup	16643	IndexGroup	16643	IndexGroup	16646	IndexGroup	16646	IndexGroup	16646
IndexOffset	65538	IndexOffset	10	IndexOffset	131087	IndexOffset	65538	IndexOffset	10	IndexOffset	131087
SymbolName	Axes.M2K4 rY.ActPos	SymbolName	Axes.M2K4 rY.SetPos	SymbolName	Axes.M2K4 rY.PosDiff	SymbolName	Axes.M3K4 rX.ActPos	SymbolName	Axes.M3K4 rX.SetPos	SymbolName	Axes.M3K4 rX.PosDiff
NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1
Port	501	Port	501	Port	501	Port	501	Port	501	Port	501
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0


14544	14396,652232000022	14544	14396,625492000021	14544	-0,02674000000115484	14544	-11786,204216000013	14544	-11786,21452400001	14544	-0,010307999997166917
14546	14396,588056000008	14546	14396,625492000021	14546	0,037436000013258308	14546	-11786,191331000009	14546	-11786,21452400001	14546	-0,02319300000090152
14548	14396,716408000008	14548	14396,625492000021	14548	-0,090915999986464158	14548	-11786,201639000006	14548	-11786,21452400001	14548	-0,012885000003734604
14550	14396,652232000022	14550	14396,625492000021	14550	-0,02674000000115484	14550	-11786,237717000011	14550	-11786,21452400001	14550	0,02319300000090152
14552	14396,588056000008	14552	14396,625492000021	14552	0,037436000013258308	14552	-11786,211947000003	14552	-11786,21452400001	14552	-0,0025770000065676868
14554	14396,55596800003	14554	14396,625492000021	14554	0,069523999991361052	14554	-11786,224832000007	14554	-11786,21452400001	14554	0,010307999997166917
14556	14396,673624000017	14556	14396,625492000021	14556	-0,048131999996257946	14556	-11786,224832000007	14556	-11786,21452400001	14556	0,010307999997166917
14558	14396,662928000005	14558	14396,625492000021	14558	-0,037435999984154478	14558	-11786,21452400001	14558	-11786,21452400001	14558	0
14560	14396,59875200002	14560	14396,625492000021	14560	0,02674000000115484	14560	-11786,219678000009	14560	-11786,21452400001	14560	0,0051539999985834584
14562	14396,582708000031	14562	14396,625492000021	14562	0,042783999990206212	14562	-11786,232563000012	14562	-11786,21452400001	14562	0,018039000002318062
14564	14396,705712000025	14564	14396,625492000021	14564	-0,08022000000346452	14564	-11786,211947000003	14564	-11786,21452400001	14564	-0,0025770000065676868
14566	14396,529228000029	14566	14396,625492000021	14566	0,096263999992515892	14566	-11786,240294000003	14566	-11786,21452400001	14566	0,025769999992917292
14568	14396,577360000025	14568	14396,625492000021	14568	0,048131999996257946	14568	-11786,21452400001	14568	-11786,21452400001	14568	0
14570	14396,534576000006	14570	14396,625492000021	14570	0,090916000015567988	14570	-11786,219678000009	14570	-11786,21452400001	14570	0,0051539999985834584
14572	14396,51318400001	14572	14396,625492000021	14572	0,11230800001067109	14572	-11786,219678000009	14572	-11786,21452400001	14572	0,0051539999985834584
14574	14396,673624000017	14574	14396,625492000021	14574	-0,048131999996257946	14574	-11786,204216000013	14574	-11786,21452400001	14574	-0,010307999997166917
14576	14396,662928000005	14576	14396,625492000021	14576	-0,037435999984154478	14576	-11786,237717000011	14576	-11786,21452400001	14576	0,02319300000090152
14578	14396,636188000004	14578	14396,625492000021	14578	-0,010695999982999638	14578	-11786,196485000008	14578	-11786,21452400001	14578	-0,018039000002318062
14580	14396,625492000021	14580	14396,625492000021	14580	0	14580	-11786,222255	14580	-11786,21452400001	14580	0,00773099999059923
14582	14396,652232000022	14582	14396,625492000021	14582	-0,02674000000115484	14582	-11786,201639000006	14582	-11786,21452400001	14582	-0,012885000003734604
14584	14396,55596800003	14584	14396,625492000021	14584	0,069523999991361052	14584	-11786,21452400001	14584	-11786,21452400001	14584	0
14586	14396,577360000025	14586	14396,625492000021	14586	0,048131999996257946	14586	-11786,181023000012	14586	-11786,21452400001	14586	-0,033500999998068437
14588	14396,566664000013	14588	14396,625492000021	14588	0,058828000008361414	14588	-11786,186177000011	14588	-11786,21452400001	14588	-0,028346999999484979
14590	14396,636188000004	14590	14396,625492000021	14590	-0,010695999982999638	14590	-11786,199062	14590	-11786,21452400001	14590	-0,01546200001030229
14592	14396,662928000005	14592	14396,625492000021	14592	-0,037435999984154478	14592	-11786,255756000013	14592	-11786,21452400001	14592	0,041232000003219582
14594	14396,700364000019	14594	14396,625492000021	14594	-0,074871999997412786	14594	-11786,211947000003	14594	-11786,21452400001	14594	-0,0025770000065676868
14596	14396,625492000021	14596	14396,625492000021	14596	0	14596	-11786,178446000005	14596	-11786,21452400001	14596	-0,036078000004636124
14598	14396,705712000025	14598	14396,625492000021	14598	-0,08022000000346452	14598	-11786,204216000013	14598	-11786,21452400001	14598	-0,010307999997166917
14600	14396,614796000009	14600	14396,625492000021	14600	0,010696000012103468	14600	-11786,232563000012	14600	-11786,21452400001	14600	0,018039000002318062
14602	14396,609448000032	14602	14396,625492000021	14602	0,016043999989051372	14602	-11786,183600000004	14602	-11786,21452400001	14602	-0,030924000006052665
14604	14396,609448000032	14604	14396,625492000021	14604	0,016043999989051372	14604	-11786,229986000006	14604	-11786,21452400001	14604	0,015461999995750375
14606	14396,668276000011	14606	14396,625492000021	14606	-0,042783999990206212	14606	-11786,204216000013	14606	-11786,21452400001	14606	-0,010307999997166917
14608	14396,636188000004	14608	14396,625492000021	14608	-0,010695999982999638	14608	-11786,219678000009	14608	-11786,21452400001	14608	0,0051539999985834584
14610	14396,620144000015	14610	14396,625492000021	14610	0,0053480000060517341	14610	-11786,21452400001	14610	-11786,21452400001	14610	0
14612	14396,684320000029	14612	14396,625492000021	14612	-0,058828000008361414	14612	-11786,209370000011	14612	-11786,21452400001	14612	-0,0051539999985834584
14614	14396,652232000022	14614	14396,625492000021	14614	-0,02674000000115484	14614	-11786,201639000006	14614	-11786,21452400001	14614	-0,012885000003734604
14616	14396,481096000032	14616	14396,625492000021	14616	0,14439599998877384	14616	-11786,219678000009	14616	-11786,21452400001	14616	0,0051539999985834584
14618	14396,625492000021	14618	14396,625492000021	14618	0	14618	-11786,204216000013	14618	-11786,21452400001	14618	-0,010307999997166917
14620	14396,636188000004	14620	14396,625492000021	14620	-0,010695999982999638	14620	-11786,219678000009	14620	-11786,21452400001	14620	0,0051539999985834584
14622	14396,652232000022	14622	14396,625492000021	14622	-0,02674000000115484	14622	-11786,21452400001	14622	-11786,21452400001	14622	0
14624	14396,630840000027	14624	14396,625492000021	14624	-0,0053480000060517341	14624	-11786,211947000003	14624	-11786,21452400001	14624	-0,0025770000065676868
14626	14396,582708000031	14626	14396,625492000021	14626	0,042783999990206212	14626	-11786,191331000009	14626	-11786,21452400001	14626	-0,02319300000090152
14628	14396,646884000016	14628	14396,625492000021	14628	-0,021391999995103106	14628	-11786,206793000005	14628	-11786,21452400001	14628	-0,0077310000051511452
14630	14396,662928000005	14630	14396,625492000021	14630	-0,037435999984154478	14630	-11786,229986000006	14630	-11786,21452400001	14630	0,015461999995750375
14632	14396,625492000021	14632	14396,625492000021	14632	0	14632	-11786,21452400001	14632	-11786,21452400001	14632	0
14634	14396,668276000011	14634	14396,625492000021	14634	-0,042783999990206212	14634	-11786,219678000009	14634	-11786,21452400001	14634	0,0051539999985834584
14636	14396,673624000017	14636	14396,625492000021	14636	-0,048131999996257946	14636	-11786,232563000012	14636	-11786,21452400001	14636	0,018039000002318062
14638	14396,561316000007	14638	14396,625492000021	14638	0,064176000014413148	14638	-11786,222255	14638	-11786,21452400001	14638	0,00773099999059923
14640	14396,604100000026	14640	14396,625492000021	14640	0,021391999995103106	14640	-11786,219678000009	14640	-11786,21452400001	14640	0,0051539999985834584
14642	14396,593404000014	14642	14396,625492000021	14642	0,032088000007206574	14642	-11786,258333000005	14642	-11786,21452400001	14642	0,043808999995235354
14644	14396,636188000004	14644	14396,625492000021	14644	-0,010695999982999638	14644	-11786,209370000011	14644	-11786,21452400001	14644	-0,0051539999985834584
14646	14396,59875200002	14646	14396,625492000021	14646	0,02674000000115484	14646	-11786,21452400001	14646	-11786,21452400001	14646	0
14648	14396,614796000009	14648	14396,625492000021	14648	0,010696000012103468	14648	-11786,235140000004	14648	-11786,21452400001	14648	0,020615999994333833
14650	14396,662928000005	14650	14396,625492000021	14650	-0,037435999984154478	14650	-11786,229986000006	14650	-11786,21452400001	14650	0,015461999995750375
14652	14396,604100000026	14652	14396,625492000021	14652	0,021391999995103106	14652	-11786,222255	14652	-11786,21452400001	14652	0,00773099999059923
14654	14396,588056000008	14654	14396,625492000021	14654	0,037436000013258308	14654	-11786,21452400001	14654	-11786,21452400001	14654	0
14656	14396,700364000019	14656	14396,625492000021	14656	-0,074871999997412786	14656	-11786,240294000003	14656	-11786,21452400001	14656	0,025769999992917292
14658	14396,646884000016	14658	14396,625492000021	14658	-0,021391999995103106	14658	-11786,248025000008	14658	-11786,21452400001	14658	0,033500999998068437
14660	14396,620144000015	14660	14396,625492000021	14660	0,0053480000060517341	14660	-11786,227409000014	14660	-11786,21452400001	14660	0,012885000003734604
14662	14396,561316000007	14662	14396,625492000021	14662	0,064176000014413148	14662	-11786,206793000005	14662	-11786,21452400001	14662	-0,0077310000051511452
14664	14396,588056000008	14664	14396,625492000021	14664	0,037436000013258308	14664	-11786,224832000007	14664	-11786,21452400001	14664	0,010307999997166917
14666	14396,662928000005	14666	14396,625492000021	14666	-0,037435999984154478	14666	-11786,201639000006	14666	-11786,21452400001	14666	-0,012885000003734604
14668	14396,662928000005	14668	14396,625492000021	14668	-0,037435999984154478	14668	-11786,224832000007	14668	-11786,21452400001	14668	0,010307999997166917
14670	14396,545272000018	14670	14396,625492000021	14670	0,08022000000346452	14670	-11786,258333000005	14670	-11786,21452400001	14670	0,043808999995235354
14672	14396,630840000027	14672	14396,625492000021	14672	-0,0053480000060517341	14672	-11786,178446000005	14672	-11786,21452400001	14672	-0,036078000004636124
14674	14396,678972000023	14674	14396,625492000021	14674	-0,05348000000230968	14674	-11786,217101000002	14674	-11786,21452400001	14674	0,0025769999920157716
14676	14396,662928000005	14676	14396,625492000021	14676	-0,037435999984154478	14676	-11786,170715	14676	-11786,21452400001	14676	-0,043809000009787269
14678	14396,716408000008	14678	14396,625492000021	14678	-0,090915999986464158	14678	-11786,201639000006	14678	-11786,21452400001	14678	-0,012885000003734604
14680	14396,646884000016	14680	14396,625492000021	14680	-0,021391999995103106	14680	-11786,193908000001	14680	-11786,21452400001	14680	-0,020616000008885749
14682	14396,673624000017	14682	14396,625492000021	14682	-0,048131999996257946	14682	-11786,193908000001	14682	-11786,21452400001	14682	-0,020616000008885749
14684	14396,668276000011	14684	14396,625492000021	14684	-0,042783999990206212	14684	-11786,222255	14684	-11786,21452400001	14684	0,00773099999059923
14686	14396,652232000022	14686	14396,625492000021	14686	-0,02674000000115484	14686	-11786,21452400001	14686	-11786,21452400001	14686	0
14688	14396,550620000024	14688	14396,625492000021	14688	0,074871999997412786	14688	-11786,21452400001	14688	-11786,21452400001	14688	0
14690	14396,545272000018	14690	14396,625492000021	14690	0,08022000000346452	14690	-11786,232563000012	14690	-11786,21452400001	14690	0,018039000002318062
14692	14396,572012000019	14692	14396,625492000021	14692	0,05348000000230968	14692	-11786,196485000008	14692	-11786,21452400001	14692	-0,018039000002318062
14694	14396,604100000026	14694	14396,625492000021	14694	0,021391999995103106	14694	-11786,206793000005	14694	-11786,21452400001	14694	-0,0077310000051511452
14696	14396,652232000022	14696	14396,625492000021	14696	-0,02674000000115484	14696	-11786,183600000004	14696	-11786,21452400001	14696	-0,030924000006052665
14698	14396,630840000027	14698	14396,625492000021	14698	-0,0053480000060517341	14698	-11786,196485000008	14698	-11786,21452400001	14698	-0,018039000002318062
14700	14396,577360000025	14700	14396,625492000021	14700	0,048131999996257946	14700	-11786,217101000002	14700	-11786,21452400001	14700	0,0025769999920157716
14702	14396,620144000015	14702	14396,625492000021	14702	0,0053480000060517341	14702	-11786,21452400001	14702	-11786,21452400001	14702	0
14704	14396,636188000004	14704	14396,625492000021	14704	-0,010695999982999638	14704	-11786,219678000009	14704	-11786,21452400001	14704	0,0051539999985834584
14706	14396,582708000031	14706	14396,625492000021	14706	0,042783999990206212	14706	-11786,201639000006	14706	-11786,21452400001	14706	-0,012885000003734604
14708	14396,678972000023	14708	14396,625492000021	14708	-0,05348000000230968	14708	-11786,227409000014	14708	-11786,21452400001	14708	0,012885000003734604
14710	14396,625492000021	14710	14396,625492000021	14710	0	14710	-11786,237717000011	14710	-11786,21452400001	14710	0,02319300000090152
14712	14396,593404000014	14712	14396,625492000021	14712	0,032088000007206574	14712	-11786,217101000002	14712	-11786,21452400001	14712	0,0025769999920157716
14714	14396,59875200002	14714	14396,625492000021	14714	0,02674000000115484	14714	-11786,188754000003	14714	-11786,21452400001	14714	-0,025770000007469207
14716	14396,55596800003	14716	14396,625492000021	14716	0,069523999991361052	14716	-11786,217101000002	14716	-11786,21452400001	14716	0,0025769999920157716
14718	14396,711060000031	14718	14396,625492000021	14718	-0,085568000009516254	14718	-11786,21452400001	14718	-11786,21452400001	14718	0
14720	14396,625492000021	14720	14396,625492000021	14720	0	14720	-11786,235140000004	14720	-11786,21452400001	14720	0,020615999994333833
14722	14396,657580000028	14722	14396,625492000021	14722	-0,032088000007206574	14722	-11786,199062	14722	-11786,21452400001	14722	-0,01546200001030229
14724	14396,59875200002	14724	14396,625492000021	14724	0,02674000000115484	14724	-11786,191331000009	14724	-11786,21452400001	14724	-0,02319300000090152
14726	14396,55596800003	14726	14396,625492000021	14726	0,069523999991361052	14726	-11786,188754000003	14726	-11786,21452400001	14726	-0,025770000007469207
14728	14396,711060000031	14728	14396,625492000021	14728	-0,085568000009516254	14728	-11786,219678000009	14728	-11786,21452400001	14728	0,0051539999985834584
14730	14396,609448000032	14730	14396,625492000021	14730	0,016043999989051372	14730	-11786,206793000005	14730	-11786,21452400001	14730	-0,0077310000051511452
14732	14396,59875200002	14732	14396,625492000021	14732	0,02674000000115484	14732	-11786,211947000003	14732	-11786,21452400001	14732	-0,0025770000065676868
14734	14396,662928000005	14734	14396,625492000021	14734	-0,037435999984154478	14734	-11786,209370000011	14734	-11786,21452400001	14734	-0,0051539999985834584
14736	14396,652232000022	14736	14396,625492000021	14736	-0,02674000000115484	14736	-11786,229986000006	14736	-11786,21452400001	14736	0,015461999995750375
14738	14396,59875200002	14738	14396,625492000021	14738	0,02674000000115484	14738	-11786,206793000005	14738	-11786,21452400001	14738	-0,0077310000051511452
14740	14396,523880000023	14740	14396,625492000021	14740	0,10161199999856763	14740	-11786,196485000008	14740	-11786,21452400001	14740	-0,018039000002318062
14742	14396,588056000008	14742	14396,625492000021	14742	0,037436000013258308	14742	-11786,217101000002	14742	-11786,21452400001	14742	0,0025769999920157716
14744	14396,625492000021	14744	14396,625492000021	14744	0	14744	-11786,209370000011	14744	-11786,21452400001	14744	-0,0051539999985834584
14746	14396,695016000012	14746	14396,625492000021	14746	-0,069523999991361052	14746	-11786,21452400001	14746	-11786,21452400001	14746	0
14748	14396,636188000004	14748	14396,625492000021	14748	-0,010695999982999638	14748	-11786,204216000013	14748	-11786,21452400001	14748	-0,010307999997166917
14750	14396,662928000005	14750	14396,625492000021	14750	-0,037435999984154478	14750	-11786,224832000007	14750	-11786,21452400001	14750	0,010307999997166917
14752	14396,625492000021	14752	14396,625492000021	14752	0	14752	-11786,217101000002	14752	-11786,21452400001	14752	0,0025769999920157716
14754	14396,700364000019	14754	14396,625492000021	14754	-0,074871999997412786	14754	-11786,211947000003	14754	-11786,21452400001	14754	-0,0025770000065676868
14756	14396,566664000013	14756	14396,625492000021	14756	0,058828000008361414	14756	-11786,209370000011	14756	-11786,21452400001	14756	-0,0051539999985834584
14758	14396,684320000029	14758	14396,625492000021	14758	-0,058828000008361414	14758	-11786,21452400001	14758	-11786,21452400001	14758	0
14760	14396,625492000021	14760	14396,625492000021	14760	0	14760	-11786,209370000011	14760	-11786,21452400001	14760	-0,0051539999985834584
14762	14396,550620000024	14762	14396,625492000021	14762	0,074871999997412786	14762	-11786,211947000003	14762	-11786,21452400001	14762	-0,0025770000065676868
14764	14396,609448000032	14764	14396,625492000021	14764	0,016043999989051372	14764	-11786,188754000003	14764	-11786,21452400001	14764	-0,025770000007469207
14766	14396,609448000032	14766	14396,625492000021	14766	0,016043999989051372	14766	-11786,209370000011	14766	-11786,21452400001	14766	-0,0051539999985834584
14768	14396,55596800003	14768	14396,625492000021	14768	0,069523999991361052	14768	-11786,204216000013	14768	-11786,21452400001	14768	-0,010307999997166917
14770	14396,620144000015	14770	14396,625492000021	14770	0,0053480000060517341	14770	-11786,209370000011	14770	-11786,21452400001	14770	-0,0051539999985834584
14772	14396,646884000016	14772	14396,625492000021	14772	-0,021391999995103106	14772	-11786,209370000011	14772	-11786,21452400001	14772	-0,0051539999985834584
14774	14396,59875200002	14774	14396,625492000021	14774	0,02674000000115484	14774	-11786,201639000006	14774	-11786,21452400001	14774	-0,012885000003734604
14776	14396,604100000026	14776	14396,625492000021	14776	0,021391999995103106	14776	-11786,222255	14776	-11786,21452400001	14776	0,00773099999059923
14778	14396,64153600001	14778	14396,625492000021	14778	-0,016043999989051372	14778	-11786,219678000009	14778	-11786,21452400001	14778	0,0051539999985834584
14780	14396,636188000004	14780	14396,625492000021	14780	-0,010695999982999638	14780	-11786,222255	14780	-11786,21452400001	14780	0,00773099999059923
14782	14396,636188000004	14782	14396,625492000021	14782	-0,010695999982999638	14782	-11786,217101000002	14782	-11786,21452400001	14782	0,0025769999920157716
14784	14396,604100000026	14784	14396,625492000021	14784	0,021391999995103106	14784	-11786,26606400001	14784	-11786,21452400001	14784	0,0515400000003865
14786	14396,678972000023	14786	14396,625492000021	14786	-0,05348000000230968	14786	-11786,186177000011	14786	-11786,21452400001	14786	-0,028346999999484979
14788	14396,604100000026	14788	14396,625492000021	14788	0,021391999995103106	14788	-11786,21452400001	14788	-11786,21452400001	14788	0
14790	14396,588056000008	14790	14396,625492000021	14790	0,037436000013258308	14790	-11786,237717000011	14790	-11786,21452400001	14790	0,02319300000090152
14792	14396,678972000023	14792	14396,625492000021	14792	-0,05348000000230968	14792	-11786,227409000014	14792	-11786,21452400001	14792	0,012885000003734604
14794	14396,630840000027	14794	14396,625492000021	14794	-0,0053480000060517341	14794	-11786,235140000004	14794	-11786,21452400001	14794	0,020615999994333833
14796	14396,668276000011	14796	14396,625492000021	14796	-0,042783999990206212	14796	-11786,232563000012	14796	-11786,21452400001	14796	0,018039000002318062
14798	14396,51318400001	14798	14396,625492000021	14798	0,11230800001067109	14798	-11786,199062	14798	-11786,21452400001	14798	-0,01546200001030229
14800	14396,630840000027	14800	14396,625492000021	14800	-0,0053480000060517341	14800	-11786,193908000001	14800	-11786,21452400001	14800	-0,020616000008885749
14802	14396,684320000029	14802	14396,625492000021	14802	-0,058828000008361414	14802	-11786,186177000011	14802	-11786,21452400001	14802	-0,028346999999484979
14804	14396,577360000025	14804	14396,625492000021	14804	0,048131999996257946	14804	-11786,227409000014	14804	-11786,21452400001	14804	0,012885000003734604
14806	14396,737800000032	14806	14396,625492000021	14806	-0,11230800001067109	14806	-11786,258333000005	14806	-11786,21452400001	14806	0,043808999995235354
14808	14396,55596800003	14808	14396,625492000021	14808	0,069523999991361052	14808	-11786,229986000006	14808	-11786,21452400001	14808	0,015461999995750375
14810	14396,625492000021	14810	14396,625492000021	14810	0	14810	-11786,186177000011	14810	-11786,21452400001	14810	-0,028346999999484979
14812	14396,625492000021	14812	14396,625492000021	14812	0	14812	-11786,193908000001	14812	-11786,21452400001	14812	-0,020616000008885749
14814	14396,614796000009	14814	14396,625492000021	14814	0,010696000012103468	14814	-11786,224832000007	14814	-11786,21452400001	14814	0,010307999997166917
14816	14396,582708000031	14816	14396,625492000021	14816	0,042783999990206212	14816	-11786,204216000013	14816	-11786,21452400001	14816	-0,010307999997166917
14818	14396,625492000021	14818	14396,625492000021	14818	0	14818	-11786,206793000005	14818	-11786,21452400001	14818	-0,0077310000051511452
14820	14396,625492000021	14820	14396,625492000021	14820	0	14820	-11786,232563000012	14820	-11786,21452400001	14820	0,018039000002318062
14822	14396,55596800003	14822	14396,625492000021	14822	0,069523999991361052	14822	-11786,211947000003	14822	-11786,21452400001	14822	-0,0025770000065676868
14824	14396,609448000032	14824	14396,625492000021	14824	0,016043999989051372	14824	-11786,219678000009	14824	-11786,21452400001	14824	0,0051539999985834584
14826	14396,625492000021	14826	14396,625492000021	14826	0	14826	-11786,21452400001	14826	-11786,21452400001	14826	0
14828	14396,614796000009	14828	14396,625492000021	14828	0,010696000012103468	14828	-11786,222255	14828	-11786,21452400001	14828	0,00773099999059923
14830	14396,636188000004	14830	14396,625492000021	14830	-0,010695999982999638	14830	-11786,240294000003	14830	-11786,21452400001	14830	0,025769999992917292
14832	14396,572012000019	14832	14396,625492000021	14832	0,05348000000230968	14832	-11786,219678000009	14832	-11786,21452400001	14832	0,0051539999985834584
14834	14396,743148000009	14834	14396,625492000021	14834	-0,117655999987619	14834	-11786,222255	14834	-11786,21452400001	14834	0,00773099999059923
14836	14396,64153600001	14836	14396,625492000021	14836	-0,016043999989051372	14836	-11786,268641000002	14836	-11786,21452400001	14836	0,05411699999240227
14838	14396,609448000032	14838	14396,625492000021	14838	0,016043999989051372	14838	-11786,237717000011	14838	-11786,21452400001	14838	0,02319300000090152
14840	14396,577360000025	14840	14396,625492000021	14840	0,048131999996257946	14840	-11786,227409000014	14840	-11786,21452400001	14840	0,012885000003734604
14842	14396,609448000032	14842	14396,625492000021	14842	0,016043999989051372	14842	-11786,258333000005	14842	-11786,21452400001	14842	0,043808999995235354
14844	14396,518532000016	14844	14396,625492000021	14844	0,10696000000461936	14844	-11786,219678000009	14844	-11786,21452400001	14844	0,0051539999985834584
14846	14396,625492000021	14846	14396,625492000021	14846	0	14846	-11786,209370000011	14846	-11786,21452400001	14846	-0,0051539999985834584
14848	14396,625492000021	14848	14396,625492000021	14848	0	14848	-11786,21452400001	14848	-11786,21452400001	14848	0
14850	14396,673624000017	14850	14396,625492000021	14850	-0,048131999996257946	14850	-11786,199062	14850	-11786,21452400001	14850	-0,01546200001030229
14852	14396,566664000013	14852	14396,625492000021	14852	0,058828000008361414	14852	-11786,211947000003	14852	-11786,21452400001	14852	-0,0025770000065676868
14854	14396,673624000017	14854	14396,625492000021	14854	-0,048131999996257946	14854	-11786,181023000012	14854	-11786,21452400001	14854	-0,033500999998068437
14856	14396,523880000023	14856	14396,625492000021	14856	0,10161199999856763	14856	-11786,21452400001	14856	-11786,21452400001	14856	0
14858	14396,572012000019	14858	14396,625492000021	14858	0,05348000000230968	14858	-11786,222255	14858	-11786,21452400001	14858	0,00773099999059923
14860	14396,582708000031	14860	14396,625492000021	14860	0,042783999990206212	14860	-11786,271218000009	14860	-11786,21452400001	14860	0,056693999998969957
14862	14396,625492000021	14862	14396,625492000021	14862	0	14862	-11786,209370000011	14862	-11786,21452400001	14862	-0,0051539999985834584
14864	14396,673624000017	14864	14396,625492000021	14864	-0,048131999996257946	14864	-11786,193908000001	14864	-11786,21452400001	14864	-0,020616000008885749
14866	14396,588056000008	14866	14396,625492000021	14866	0,037436000013258308	14866	-11786,240294000003	14866	-11786,21452400001	14866	0,025769999992917292
14868	14396,572012000019	14868	14396,625492000021	14868	0,05348000000230968	14868	-11786,217101000002	14868	-11786,21452400001	14868	0,0025769999920157716
14870	14396,59875200002	14870	14396,625492000021	14870	0,02674000000115484	14870	-11786,211947000003	14870	-11786,21452400001	14870	-0,0025770000065676868
14872	14396,593404000014	14872	14396,625492000021	14872	0,032088000007206574	14872	-11786,237717000011	14872	-11786,21452400001	14872	0,02319300000090152
14874	14396,657580000028	14874	14396,625492000021	14874	-0,032088000007206574	14874	-11786,209370000011	14874	-11786,21452400001	14874	-0,0051539999985834584
14876	14396,59875200002	14876	14396,625492000021	14876	0,02674000000115484	14876	-11786,222255	14876	-11786,21452400001	14876	0,00773099999059923
14878	14396,588056000008	14878	14396,625492000021	14878	0,037436000013258308	14878	-11786,217101000002	14878	-11786,21452400001	14878	0,0025769999920157716
14880	14396,673624000017	14880	14396,625492000021	14880	-0,048131999996257946	14880	-11786,240294000003	14880	-11786,21452400001	14880	0,025769999992917292
14882	14396,609448000032	14882	14396,625492000021	14882	0,016043999989051372	14882	-11786,193908000001	14882	-11786,21452400001	14882	-0,020616000008885749
14884	14396,646884000016	14884	14396,625492000021	14884	-0,021391999995103106	14884	-11786,209370000011	14884	-11786,21452400001	14884	-0,0051539999985834584
14886	14396,636188000004	14886	14396,625492000021	14886	-0,010695999982999638	14886	-11786,209370000011	14886	-11786,21452400001	14886	-0,0051539999985834584
14888	14396,534576000006	14888	14396,625492000021	14888	0,090916000015567988	14888	-11786,188754000003	14888	-11786,21452400001	14888	-0,025770000007469207
14890	14396,673624000017	14890	14396,625492000021	14890	-0,048131999996257946	14890	-11786,245448000002	14890	-11786,21452400001	14890	0,03092399999150075
14892	14396,625492000021	14892	14396,625492000021	14892	0	14892	-11786,193908000001	14892	-11786,21452400001	14892	-0,020616000008885749
14894	14396,609448000032	14894	14396,625492000021	14894	0,016043999989051372	14894	-11786,237717000011	14894	-11786,21452400001	14894	0,02319300000090152
14896	14396,652232000022	14896	14396,625492000021	14896	-0,02674000000115484	14896	-11786,206793000005	14896	-11786,21452400001	14896	-0,0077310000051511452
14898	14396,529228000029	14898	14396,625492000021	14898	0,096263999992515892	14898	-11786,209370000011	14898	-11786,21452400001	14898	-0,0051539999985834584
14900	14396,646884000016	14900	14396,625492000021	14900	-0,021391999995103106	14900	-11786,196485000008	14900	-11786,21452400001	14900	-0,018039000002318062
14902	14396,620144000015	14902	14396,625492000021	14902	0,0053480000060517341	14902	-11786,224832000007	14902	-11786,21452400001	14902	0,010307999997166917
14904	14396,64153600001	14904	14396,625492000021	14904	-0,016043999989051372	14904	-11786,201639000006	14904	-11786,21452400001	14904	-0,012885000003734604
14906	14396,630840000027	14906	14396,625492000021	14906	-0,0053480000060517341	14906	-11786,204216000013	14906	-11786,21452400001	14906	-0,010307999997166917
14908	14396,662928000005	14908	14396,625492000021	14908	-0,037435999984154478	14908	-11786,245448000002	14908	-11786,21452400001	14908	0,03092399999150075
14910	14396,614796000009	14910	14396,625492000021	14910	0,010696000012103468	14910	-11786,193908000001	14910	-11786,21452400001	14910	-0,020616000008885749
14912	14396,59875200002	14912	14396,625492000021	14912	0,02674000000115484	14912	-11786,21452400001	14912	-11786,21452400001	14912	0
