Name	ActPos(2)	Name	SetPos(2)	Name	PosDiff(2)	Name	ActPos(5)	Name	SetPos(5)	Name	PosDiff(5)
SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	
Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64	Data-Type	REAL64
SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2	SampleTime	2
VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8	VariableSize	8
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16643	IndexGroup	16643	IndexGroup	16643	IndexGroup	16646	IndexGroup	16646	IndexGroup	16646
IndexOffset	65538	IndexOffset	10	IndexOffset	131087	IndexOffset	65538	IndexOffset	10	IndexOffset	131087
SymbolName	Axes.M2K4 rY.ActPos	SymbolName	Axes.M2K4 rY.SetPos	SymbolName	Axes.M2K4 rY.PosDiff	SymbolName	Axes.M3K4 rX.ActPos	SymbolName	Axes.M3K4 rX.SetPos	SymbolName	Axes.M3K4 rX.PosDiff
NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1
Port	501	Port	501	Port	501	Port	501	Port	501	Port	501
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0


11496	14396,657580000028	11496	14396,625492000021	11496	-0,032088000007206574	11496	-11786,229986000006	11496	-11786,21452400001	11496	0,015461999995750375
11498	14396,614796000009	11498	14396,625492000021	11498	0,010696000012103468	11498	-11786,229986000006	11498	-11786,21452400001	11498	0,015461999995750375
11500	14396,662928000005	11500	14396,625492000021	11500	-0,037435999984154478	11500	-11786,193908000001	11500	-11786,21452400001	11500	-0,020616000008885749
11502	14396,668276000011	11502	14396,625492000021	11502	-0,042783999990206212	11502	-11786,229986000006	11502	-11786,21452400001	11502	0,015461999995750375
11504	14396,620144000015	11504	14396,625492000021	11504	0,0053480000060517341	11504	-11786,245448000002	11504	-11786,21452400001	11504	0,03092399999150075
11506	14396,59875200002	11506	14396,625492000021	11506	0,02674000000115484	11506	-11786,199062	11506	-11786,21452400001	11506	-0,01546200001030229
11508	14396,662928000005	11508	14396,625492000021	11508	-0,037435999984154478	11508	-11786,217101000002	11508	-11786,21452400001	11508	0,0025769999920157716
11510	14396,662928000005	11510	14396,625492000021	11510	-0,037435999984154478	11510	-11786,211947000003	11510	-11786,21452400001	11510	-0,0025770000065676868
11512	14396,652232000022	11512	14396,625492000021	11512	-0,02674000000115484	11512	-11786,201639000006	11512	-11786,21452400001	11512	-0,012885000003734604
11514	14396,59875200002	11514	14396,625492000021	11514	0,02674000000115484	11514	-11786,201639000006	11514	-11786,21452400001	11514	-0,012885000003734604
11516	14396,684320000029	11516	14396,625492000021	11516	-0,058828000008361414	11516	-11786,224832000007	11516	-11786,21452400001	11516	0,010307999997166917
11518	14396,652232000022	11518	14396,625492000021	11518	-0,02674000000115484	11518	-11786,227409000014	11518	-11786,21452400001	11518	0,012885000003734604
11520	14396,630840000027	11520	14396,625492000021	11520	-0,0053480000060517341	11520	-11786,191331000009	11520	-11786,21452400001	11520	-0,02319300000090152
11522	14396,657580000028	11522	14396,625492000021	11522	-0,032088000007206574	11522	-11786,219678000009	11522	-11786,21452400001	11522	0,0051539999985834584
11524	14396,59875200002	11524	14396,625492000021	11524	0,02674000000115484	11524	-11786,245448000002	11524	-11786,21452400001	11524	0,03092399999150075
11526	14396,705712000025	11526	14396,625492000021	11526	-0,08022000000346452	11526	-11786,211947000003	11526	-11786,21452400001	11526	-0,0025770000065676868
11528	14396,614796000009	11528	14396,625492000021	11528	0,010696000012103468	11528	-11786,21452400001	11528	-11786,21452400001	11528	0
11530	14396,523880000023	11530	14396,625492000021	11530	0,10161199999856763	11530	-11786,222255	11530	-11786,21452400001	11530	0,00773099999059923
11532	14396,534576000006	11532	14396,625492000021	11532	0,090916000015567988	11532	-11786,217101000002	11532	-11786,21452400001	11532	0,0025769999920157716
11534	14396,662928000005	11534	14396,625492000021	11534	-0,037435999984154478	11534	-11786,235140000004	11534	-11786,21452400001	11534	0,020615999994333833
11536	14396,609448000032	11536	14396,625492000021	11536	0,016043999989051372	11536	-11786,222255	11536	-11786,21452400001	11536	0,00773099999059923
11538	14396,646884000016	11538	14396,625492000021	11538	-0,021391999995103106	11538	-11786,227409000014	11538	-11786,21452400001	11538	0,012885000003734604
11540	14396,572012000019	11540	14396,625492000021	11540	0,05348000000230968	11540	-11786,181023000012	11540	-11786,21452400001	11540	-0,033500999998068437
11542	14396,588056000008	11542	14396,625492000021	11542	0,037436000013258308	11542	-11786,206793000005	11542	-11786,21452400001	11542	-0,0077310000051511452
11544	14396,668276000011	11544	14396,625492000021	11544	-0,042783999990206212	11544	-11786,237717000011	11544	-11786,21452400001	11544	0,02319300000090152
11546	14396,695016000012	11546	14396,625492000021	11546	-0,069523999991361052	11546	-11786,240294000003	11546	-11786,21452400001	11546	0,025769999992917292
11548	14396,593404000014	11548	14396,625492000021	11548	0,032088000007206574	11548	-11786,209370000011	11548	-11786,21452400001	11548	-0,0051539999985834584
11550	14396,529228000029	11550	14396,625492000021	11550	0,096263999992515892	11550	-11786,222255	11550	-11786,21452400001	11550	0,00773099999059923
11552	14396,620144000015	11552	14396,625492000021	11552	0,0053480000060517341	11552	-11786,217101000002	11552	-11786,21452400001	11552	0,0025769999920157716
11554	14396,572012000019	11554	14396,625492000021	11554	0,05348000000230968	11554	-11786,209370000011	11554	-11786,21452400001	11554	-0,0051539999985834584
11556	14396,625492000021	11556	14396,625492000021	11556	0	11556	-11786,21452400001	11556	-11786,21452400001	11556	0
11558	14396,593404000014	11558	14396,625492000021	11558	0,032088000007206574	11558	-11786,211947000003	11558	-11786,21452400001	11558	-0,0025770000065676868
11560	14396,657580000028	11560	14396,625492000021	11560	-0,032088000007206574	11560	-11786,209370000011	11560	-11786,21452400001	11560	-0,0051539999985834584
11562	14396,684320000029	11562	14396,625492000021	11562	-0,058828000008361414	11562	-11786,240294000003	11562	-11786,21452400001	11562	0,025769999992917292
11564	14396,636188000004	11564	14396,625492000021	11564	-0,010695999982999638	11564	-11786,229986000006	11564	-11786,21452400001	11564	0,015461999995750375
11566	14396,609448000032	11566	14396,625492000021	11566	0,016043999989051372	11566	-11786,199062	11566	-11786,21452400001	11566	-0,01546200001030229
11568	14396,539924000012	11568	14396,625492000021	11568	0,085568000009516254	11568	-11786,248025000008	11568	-11786,21452400001	11568	0,033500999998068437
11570	14396,625492000021	11570	14396,625492000021	11570	0	11570	-11786,222255	11570	-11786,21452400001	11570	0,00773099999059923
11572	14396,539924000012	11572	14396,625492000021	11572	0,085568000009516254	11572	-11786,21452400001	11572	-11786,21452400001	11572	0
11574	14396,636188000004	11574	14396,625492000021	11574	-0,010695999982999638	11574	-11786,224832000007	11574	-11786,21452400001	11574	0,010307999997166917
11576	14396,636188000004	11576	14396,625492000021	11576	-0,010695999982999638	11576	-11786,209370000011	11576	-11786,21452400001	11576	-0,0051539999985834584
11578	14396,668276000011	11578	14396,625492000021	11578	-0,042783999990206212	11578	-11786,229986000006	11578	-11786,21452400001	11578	0,015461999995750375
11580	14396,684320000029	11580	14396,625492000021	11580	-0,058828000008361414	11580	-11786,206793000005	11580	-11786,21452400001	11580	-0,0077310000051511452
11582	14396,646884000016	11582	14396,625492000021	11582	-0,021391999995103106	11582	-11786,217101000002	11582	-11786,21452400001	11582	0,0025769999920157716
11584	14396,609448000032	11584	14396,625492000021	11584	0,016043999989051372	11584	-11786,229986000006	11584	-11786,21452400001	11584	0,015461999995750375
11586	14396,604100000026	11586	14396,625492000021	11586	0,021391999995103106	11586	-11786,255756000013	11586	-11786,21452400001	11586	0,041232000003219582
11588	14396,700364000019	11588	14396,625492000021	11588	-0,074871999997412786	11588	-11786,224832000007	11588	-11786,21452400001	11588	0,010307999997166917
11590	14396,577360000025	11590	14396,625492000021	11590	0,048131999996257946	11590	-11786,245448000002	11590	-11786,21452400001	11590	0,03092399999150075
11592	14396,577360000025	11592	14396,625492000021	11592	0,048131999996257946	11592	-11786,217101000002	11592	-11786,21452400001	11592	0,0025769999920157716
11594	14396,64153600001	11594	14396,625492000021	11594	-0,016043999989051372	11594	-11786,219678000009	11594	-11786,21452400001	11594	0,0051539999985834584
11596	14396,588056000008	11596	14396,625492000021	11596	0,037436000013258308	11596	-11786,232563000012	11596	-11786,21452400001	11596	0,018039000002318062
11598	14396,604100000026	11598	14396,625492000021	11598	0,021391999995103106	11598	-11786,201639000006	11598	-11786,21452400001	11598	-0,012885000003734604
11600	14396,646884000016	11600	14396,625492000021	11600	-0,021391999995103106	11600	-11786,196485000008	11600	-11786,21452400001	11600	-0,018039000002318062
11602	14396,678972000023	11602	14396,625492000021	11602	-0,05348000000230968	11602	-11786,24287100001	11602	-11786,21452400001	11602	0,028346999999484979
11604	14396,566664000013	11604	14396,625492000021	11604	0,058828000008361414	11604	-11786,204216000013	11604	-11786,21452400001	11604	-0,010307999997166917
11606	14396,652232000022	11606	14396,625492000021	11606	-0,02674000000115484	11606	-11786,232563000012	11606	-11786,21452400001	11606	0,018039000002318062
11608	14396,630840000027	11608	14396,625492000021	11608	-0,0053480000060517341	11608	-11786,211947000003	11608	-11786,21452400001	11608	-0,0025770000065676868
11610	14396,566664000013	11610	14396,625492000021	11610	0,058828000008361414	11610	-11786,248025000008	11610	-11786,21452400001	11610	0,033500999998068437
11612	14396,561316000007	11612	14396,625492000021	11612	0,064176000014413148	11612	-11786,217101000002	11612	-11786,21452400001	11612	0,0025769999920157716
11614	14396,716408000008	11614	14396,625492000021	11614	-0,090915999986464158	11614	-11786,196485000008	11614	-11786,21452400001	11614	-0,018039000002318062
11616	14396,705712000025	11616	14396,625492000021	11616	-0,08022000000346452	11616	-11786,217101000002	11616	-11786,21452400001	11616	0,0025769999920157716
11618	14396,614796000009	11618	14396,625492000021	11618	0,010696000012103468	11618	-11786,219678000009	11618	-11786,21452400001	11618	0,0051539999985834584
11620	14396,614796000009	11620	14396,625492000021	11620	0,010696000012103468	11620	-11786,224832000007	11620	-11786,21452400001	11620	0,010307999997166917
11622	14396,668276000011	11622	14396,625492000021	11622	-0,042783999990206212	11622	-11786,188754000003	11622	-11786,21452400001	11622	-0,025770000007469207
11624	14396,748496000015	11624	14396,625492000021	11624	-0,12300399999367073	11624	-11786,227409000014	11624	-11786,21452400001	11624	0,012885000003734604
11626	14396,705712000025	11626	14396,625492000021	11626	-0,08022000000346452	11626	-11786,211947000003	11626	-11786,21452400001	11626	-0,0025770000065676868
11628	14396,625492000021	11628	14396,625492000021	11628	0	11628	-11786,201639000006	11628	-11786,21452400001	11628	-0,012885000003734604
11630	14396,652232000022	11630	14396,625492000021	11630	-0,02674000000115484	11630	-11786,186177000011	11630	-11786,21452400001	11630	-0,028346999999484979
11632	14396,604100000026	11632	14396,625492000021	11632	0,021391999995103106	11632	-11786,199062	11632	-11786,21452400001	11632	-0,01546200001030229
11634	14396,604100000026	11634	14396,625492000021	11634	0,021391999995103106	11634	-11786,219678000009	11634	-11786,21452400001	11634	0,0051539999985834584
11636	14396,59875200002	11636	14396,625492000021	11636	0,02674000000115484	11636	-11786,219678000009	11636	-11786,21452400001	11636	0,0051539999985834584
11638	14396,609448000032	11638	14396,625492000021	11638	0,016043999989051372	11638	-11786,188754000003	11638	-11786,21452400001	11638	-0,025770000007469207
11640	14396,652232000022	11640	14396,625492000021	11640	-0,02674000000115484	11640	-11786,191331000009	11640	-11786,21452400001	11640	-0,02319300000090152
11642	14396,588056000008	11642	14396,625492000021	11642	0,037436000013258308	11642	-11786,211947000003	11642	-11786,21452400001	11642	-0,0025770000065676868
11644	14396,620144000015	11644	14396,625492000021	11644	0,0053480000060517341	11644	-11786,201639000006	11644	-11786,21452400001	11644	-0,012885000003734604
11646	14396,609448000032	11646	14396,625492000021	11646	0,016043999989051372	11646	-11786,217101000002	11646	-11786,21452400001	11646	0,0025769999920157716
11648	14396,529228000029	11648	14396,625492000021	11648	0,096263999992515892	11648	-11786,227409000014	11648	-11786,21452400001	11648	0,012885000003734604
11650	14396,662928000005	11650	14396,625492000021	11650	-0,037435999984154478	11650	-11786,209370000011	11650	-11786,21452400001	11650	-0,0051539999985834584
11652	14396,705712000025	11652	14396,625492000021	11652	-0,08022000000346452	11652	-11786,227409000014	11652	-11786,21452400001	11652	0,012885000003734604
11654	14396,55596800003	11654	14396,625492000021	11654	0,069523999991361052	11654	-11786,209370000011	11654	-11786,21452400001	11654	-0,0051539999985834584
11656	14396,64153600001	11656	14396,625492000021	11656	-0,016043999989051372	11656	-11786,21452400001	11656	-11786,21452400001	11656	0
11658	14396,72710400002	11658	14396,625492000021	11658	-0,10161199999856763	11658	-11786,188754000003	11658	-11786,21452400001	11658	-0,025770000007469207
11660	14396,662928000005	11660	14396,625492000021	11660	-0,037435999984154478	11660	-11786,232563000012	11660	-11786,21452400001	11660	0,018039000002318062
11662	14396,609448000032	11662	14396,625492000021	11662	0,016043999989051372	11662	-11786,250602	11662	-11786,21452400001	11662	0,036077999990084209
11664	14396,652232000022	11664	14396,625492000021	11664	-0,02674000000115484	11664	-11786,232563000012	11664	-11786,21452400001	11664	0,018039000002318062
11666	14396,630840000027	11666	14396,625492000021	11666	-0,0053480000060517341	11666	-11786,211947000003	11666	-11786,21452400001	11666	-0,0025770000065676868
11668	14396,588056000008	11668	14396,625492000021	11668	0,037436000013258308	11668	-11786,196485000008	11668	-11786,21452400001	11668	-0,018039000002318062
11670	14396,572012000019	11670	14396,625492000021	11670	0,05348000000230968	11670	-11786,193908000001	11670	-11786,21452400001	11670	-0,020616000008885749
11672	14396,566664000013	11672	14396,625492000021	11672	0,058828000008361414	11672	-11786,211947000003	11672	-11786,21452400001	11672	-0,0025770000065676868
11674	14396,64153600001	11674	14396,625492000021	11674	-0,016043999989051372	11674	-11786,209370000011	11674	-11786,21452400001	11674	-0,0051539999985834584
11676	14396,662928000005	11676	14396,625492000021	11676	-0,037435999984154478	11676	-11786,175869000013	11676	-11786,21452400001	11676	-0,038654999996651895
11678	14396,620144000015	11678	14396,625492000021	11678	0,0053480000060517341	11678	-11786,211947000003	11678	-11786,21452400001	11678	-0,0025770000065676868
11680	14396,657580000028	11680	14396,625492000021	11680	-0,032088000007206574	11680	-11786,199062	11680	-11786,21452400001	11680	-0,01546200001030229
11682	14396,588056000008	11682	14396,625492000021	11682	0,037436000013258308	11682	-11786,229986000006	11682	-11786,21452400001	11682	0,015461999995750375
11684	14396,614796000009	11684	14396,625492000021	11684	0,010696000012103468	11684	-11786,186177000011	11684	-11786,21452400001	11684	-0,028346999999484979
11686	14396,59875200002	11686	14396,625492000021	11686	0,02674000000115484	11686	-11786,217101000002	11686	-11786,21452400001	11686	0,0025769999920157716
11688	14396,572012000019	11688	14396,625492000021	11688	0,05348000000230968	11688	-11786,222255	11688	-11786,21452400001	11688	0,00773099999059923
11690	14396,59875200002	11690	14396,625492000021	11690	0,02674000000115484	11690	-11786,204216000013	11690	-11786,21452400001	11690	-0,010307999997166917
11692	14396,684320000029	11692	14396,625492000021	11692	-0,058828000008361414	11692	-11786,211947000003	11692	-11786,21452400001	11692	-0,0025770000065676868
11694	14396,582708000031	11694	14396,625492000021	11694	0,042783999990206212	11694	-11786,219678000009	11694	-11786,21452400001	11694	0,0051539999985834584
11696	14396,668276000011	11696	14396,625492000021	11696	-0,042783999990206212	11696	-11786,209370000011	11696	-11786,21452400001	11696	-0,0051539999985834584
11698	14396,657580000028	11698	14396,625492000021	11698	-0,032088000007206574	11698	-11786,188754000003	11698	-11786,21452400001	11698	-0,025770000007469207
11700	14396,678972000023	11700	14396,625492000021	11700	-0,05348000000230968	11700	-11786,199062	11700	-11786,21452400001	11700	-0,01546200001030229
11702	14396,59875200002	11702	14396,625492000021	11702	0,02674000000115484	11702	-11786,209370000011	11702	-11786,21452400001	11702	-0,0051539999985834584
11704	14396,625492000021	11704	14396,625492000021	11704	0	11704	-11786,222255	11704	-11786,21452400001	11704	0,00773099999059923
11706	14396,55596800003	11706	14396,625492000021	11706	0,069523999991361052	11706	-11786,24287100001	11706	-11786,21452400001	11706	0,028346999999484979
11708	14396,550620000024	11708	14396,625492000021	11708	0,074871999997412786	11708	-11786,199062	11708	-11786,21452400001	11708	-0,01546200001030229
11710	14396,572012000019	11710	14396,625492000021	11710	0,05348000000230968	11710	-11786,193908000001	11710	-11786,21452400001	11710	-0,020616000008885749
11712	14396,678972000023	11712	14396,625492000021	11712	-0,05348000000230968	11712	-11786,209370000011	11712	-11786,21452400001	11712	-0,0051539999985834584
11714	14396,625492000021	11714	14396,625492000021	11714	0	11714	-11786,229986000006	11714	-11786,21452400001	11714	0,015461999995750375
11716	14396,625492000021	11716	14396,625492000021	11716	0	11716	-11786,222255	11716	-11786,21452400001	11716	0,00773099999059923
11718	14396,59875200002	11718	14396,625492000021	11718	0,02674000000115484	11718	-11786,222255	11718	-11786,21452400001	11718	0,00773099999059923
11720	14396,588056000008	11720	14396,625492000021	11720	0,037436000013258308	11720	-11786,204216000013	11720	-11786,21452400001	11720	-0,010307999997166917
11722	14396,529228000029	11722	14396,625492000021	11722	0,096263999992515892	11722	-11786,21452400001	11722	-11786,21452400001	11722	0
11724	14396,566664000013	11724	14396,625492000021	11724	0,058828000008361414	11724	-11786,222255	11724	-11786,21452400001	11724	0,00773099999059923
11726	14396,604100000026	11726	14396,625492000021	11726	0,021391999995103106	11726	-11786,193908000001	11726	-11786,21452400001	11726	-0,020616000008885749
11728	14396,59875200002	11728	14396,625492000021	11728	0,02674000000115484	11728	-11786,235140000004	11728	-11786,21452400001	11728	0,020615999994333833
11730	14396,630840000027	11730	14396,625492000021	11730	-0,0053480000060517341	11730	-11786,196485000008	11730	-11786,21452400001	11730	-0,018039000002318062
11732	14396,652232000022	11732	14396,625492000021	11732	-0,02674000000115484	11732	-11786,222255	11732	-11786,21452400001	11732	0,00773099999059923
11734	14396,604100000026	11734	14396,625492000021	11734	0,021391999995103106	11734	-11786,229986000006	11734	-11786,21452400001	11734	0,015461999995750375
11736	14396,678972000023	11736	14396,625492000021	11736	-0,05348000000230968	11736	-11786,245448000002	11736	-11786,21452400001	11736	0,03092399999150075
11738	14396,721756000014	11738	14396,625492000021	11738	-0,096263999992515892	11738	-11786,211947000003	11738	-11786,21452400001	11738	-0,0025770000065676868
11740	14396,630840000027	11740	14396,625492000021	11740	-0,0053480000060517341	11740	-11786,21452400001	11740	-11786,21452400001	11740	0
11742	14396,646884000016	11742	14396,625492000021	11742	-0,021391999995103106	11742	-11786,21452400001	11742	-11786,21452400001	11742	0
11744	14396,646884000016	11744	14396,625492000021	11744	-0,021391999995103106	11744	-11786,240294000003	11744	-11786,21452400001	11744	0,025769999992917292
11746	14396,609448000032	11746	14396,625492000021	11746	0,016043999989051372	11746	-11786,21452400001	11746	-11786,21452400001	11746	0
11748	14396,539924000012	11748	14396,625492000021	11748	0,085568000009516254	11748	-11786,217101000002	11748	-11786,21452400001	11748	0,0025769999920157716
11750	14396,561316000007	11750	14396,625492000021	11750	0,064176000014413148	11750	-11786,245448000002	11750	-11786,21452400001	11750	0,03092399999150075
11752	14396,534576000006	11752	14396,625492000021	11752	0,090916000015567988	11752	-11786,183600000004	11752	-11786,21452400001	11752	-0,030924000006052665
11754	14396,59875200002	11754	14396,625492000021	11754	0,02674000000115484	11754	-11786,237717000011	11754	-11786,21452400001	11754	0,02319300000090152
11756	14396,588056000008	11756	14396,625492000021	11756	0,037436000013258308	11756	-11786,240294000003	11756	-11786,21452400001	11756	0,025769999992917292
11758	14396,636188000004	11758	14396,625492000021	11758	-0,010695999982999638	11758	-11786,204216000013	11758	-11786,21452400001	11758	-0,010307999997166917
11760	14396,646884000016	11760	14396,625492000021	11760	-0,021391999995103106	11760	-11786,204216000013	11760	-11786,21452400001	11760	-0,010307999997166917
11762	14396,662928000005	11762	14396,625492000021	11762	-0,037435999984154478	11762	-11786,217101000002	11762	-11786,21452400001	11762	0,0025769999920157716
11764	14396,64153600001	11764	14396,625492000021	11764	-0,016043999989051372	11764	-11786,235140000004	11764	-11786,21452400001	11764	0,020615999994333833
11766	14396,668276000011	11766	14396,625492000021	11766	-0,042783999990206212	11766	-11786,206793000005	11766	-11786,21452400001	11766	-0,0077310000051511452
11768	14396,55596800003	11768	14396,625492000021	11768	0,069523999991361052	11768	-11786,253179000007	11768	-11786,21452400001	11768	0,038654999996651895
11770	14396,657580000028	11770	14396,625492000021	11770	-0,032088000007206574	11770	-11786,232563000012	11770	-11786,21452400001	11770	0,018039000002318062
11772	14396,614796000009	11772	14396,625492000021	11772	0,010696000012103468	11772	-11786,227409000014	11772	-11786,21452400001	11772	0,012885000003734604
11774	14396,630840000027	11774	14396,625492000021	11774	-0,0053480000060517341	11774	-11786,211947000003	11774	-11786,21452400001	11774	-0,0025770000065676868
11776	14396,604100000026	11776	14396,625492000021	11776	0,021391999995103106	11776	-11786,209370000011	11776	-11786,21452400001	11776	-0,0051539999985834584
11778	14396,657580000028	11778	14396,625492000021	11778	-0,032088000007206574	11778	-11786,170715	11778	-11786,21452400001	11778	-0,043809000009787269
11780	14396,588056000008	11780	14396,625492000021	11780	0,037436000013258308	11780	-11786,201639000006	11780	-11786,21452400001	11780	-0,012885000003734604
11782	14396,604100000026	11782	14396,625492000021	11782	0,021391999995103106	11782	-11786,224832000007	11782	-11786,21452400001	11782	0,010307999997166917
11784	14396,630840000027	11784	14396,625492000021	11784	-0,0053480000060517341	11784	-11786,273795000001	11784	-11786,21452400001	11784	0,059270999990985729
11786	14396,582708000031	11786	14396,625492000021	11786	0,042783999990206212	11786	-11786,193908000001	11786	-11786,21452400001	11786	-0,020616000008885749
11788	14396,657580000028	11788	14396,625492000021	11788	-0,032088000007206574	11788	-11786,193908000001	11788	-11786,21452400001	11788	-0,020616000008885749
11790	14396,646884000016	11790	14396,625492000021	11790	-0,021391999995103106	11790	-11786,229986000006	11790	-11786,21452400001	11790	0,015461999995750375
11792	14396,588056000008	11792	14396,625492000021	11792	0,037436000013258308	11792	-11786,201639000006	11792	-11786,21452400001	11792	-0,012885000003734604
11794	14396,652232000022	11794	14396,625492000021	11794	-0,02674000000115484	11794	-11786,201639000006	11794	-11786,21452400001	11794	-0,012885000003734604
11796	14396,695016000012	11796	14396,625492000021	11796	-0,069523999991361052	11796	-11786,204216000013	11796	-11786,21452400001	11796	-0,010307999997166917
11798	14396,582708000031	11798	14396,625492000021	11798	0,042783999990206212	11798	-11786,209370000011	11798	-11786,21452400001	11798	-0,0051539999985834584
11800	14396,684320000029	11800	14396,625492000021	11800	-0,058828000008361414	11800	-11786,211947000003	11800	-11786,21452400001	11800	-0,0025770000065676868
11802	14396,64153600001	11802	14396,625492000021	11802	-0,016043999989051372	11802	-11786,21452400001	11802	-11786,21452400001	11802	0
11804	14396,684320000029	11804	14396,625492000021	11804	-0,058828000008361414	11804	-11786,224832000007	11804	-11786,21452400001	11804	0,010307999997166917
11806	14396,636188000004	11806	14396,625492000021	11806	-0,010695999982999638	11806	-11786,222255	11806	-11786,21452400001	11806	0,00773099999059923
11808	14396,582708000031	11808	14396,625492000021	11808	0,042783999990206212	11808	-11786,263487000004	11808	-11786,21452400001	11808	0,048962999993818812
11810	14396,625492000021	11810	14396,625492000021	11810	0	11810	-11786,222255	11810	-11786,21452400001	11810	0,00773099999059923
11812	14396,620144000015	11812	14396,625492000021	11812	0,0053480000060517341	11812	-11786,201639000006	11812	-11786,21452400001	11812	-0,012885000003734604
11814	14396,609448000032	11814	14396,625492000021	11814	0,016043999989051372	11814	-11786,24287100001	11814	-11786,21452400001	11814	0,028346999999484979
11816	14396,695016000012	11816	14396,625492000021	11816	-0,069523999991361052	11816	-11786,222255	11816	-11786,21452400001	11816	0,00773099999059923
11818	14396,620144000015	11818	14396,625492000021	11818	0,0053480000060517341	11818	-11786,222255	11818	-11786,21452400001	11818	0,00773099999059923
11820	14396,684320000029	11820	14396,625492000021	11820	-0,058828000008361414	11820	-11786,217101000002	11820	-11786,21452400001	11820	0,0025769999920157716
11822	14396,550620000024	11822	14396,625492000021	11822	0,074871999997412786	11822	-11786,211947000003	11822	-11786,21452400001	11822	-0,0025770000065676868
11824	14396,55596800003	11824	14396,625492000021	11824	0,069523999991361052	11824	-11786,229986000006	11824	-11786,21452400001	11824	0,015461999995750375
11826	14396,673624000017	11826	14396,625492000021	11826	-0,048131999996257946	11826	-11786,191331000009	11826	-11786,21452400001	11826	-0,02319300000090152
11828	14396,64153600001	11828	14396,625492000021	11828	-0,016043999989051372	11828	-11786,186177000011	11828	-11786,21452400001	11828	-0,028346999999484979
11830	14396,625492000021	11830	14396,625492000021	11830	0	11830	-11786,222255	11830	-11786,21452400001	11830	0,00773099999059923
11832	14396,630840000027	11832	14396,625492000021	11832	-0,0053480000060517341	11832	-11786,250602	11832	-11786,21452400001	11832	0,036077999990084209
11834	14396,711060000031	11834	14396,625492000021	11834	-0,085568000009516254	11834	-11786,217101000002	11834	-11786,21452400001	11834	0,0025769999920157716
11836	14396,620144000015	11836	14396,625492000021	11836	0,0053480000060517341	11836	-11786,217101000002	11836	-11786,21452400001	11836	0,0025769999920157716
11838	14396,561316000007	11838	14396,625492000021	11838	0,064176000014413148	11838	-11786,224832000007	11838	-11786,21452400001	11838	0,010307999997166917
11840	14396,64153600001	11840	14396,625492000021	11840	-0,016043999989051372	11840	-11786,196485000008	11840	-11786,21452400001	11840	-0,018039000002318062
11842	14396,588056000008	11842	14396,625492000021	11842	0,037436000013258308	11842	-11786,209370000011	11842	-11786,21452400001	11842	-0,0051539999985834584
11844	14396,577360000025	11844	14396,625492000021	11844	0,048131999996257946	11844	-11786,245448000002	11844	-11786,21452400001	11844	0,03092399999150075
11846	14396,572012000019	11846	14396,625492000021	11846	0,05348000000230968	11846	-11786,224832000007	11846	-11786,21452400001	11846	0,010307999997166917
11848	14396,55596800003	11848	14396,625492000021	11848	0,069523999991361052	11848	-11786,227409000014	11848	-11786,21452400001	11848	0,012885000003734604
11850	14396,678972000023	11850	14396,625492000021	11850	-0,05348000000230968	11850	-11786,237717000011	11850	-11786,21452400001	11850	0,02319300000090152
11852	14396,59875200002	11852	14396,625492000021	11852	0,02674000000115484	11852	-11786,227409000014	11852	-11786,21452400001	11852	0,012885000003734604
11854	14396,636188000004	11854	14396,625492000021	11854	-0,010695999982999638	11854	-11786,224832000007	11854	-11786,21452400001	11854	0,010307999997166917
11856	14396,566664000013	11856	14396,625492000021	11856	0,058828000008361414	11856	-11786,219678000009	11856	-11786,21452400001	11856	0,0051539999985834584
11858	14396,689668000006	11858	14396,625492000021	11858	-0,064175999985309318	11858	-11786,186177000011	11858	-11786,21452400001	11858	-0,028346999999484979
11860	14396,609448000032	11860	14396,625492000021	11860	0,016043999989051372	11860	-11786,209370000011	11860	-11786,21452400001	11860	-0,0051539999985834584
